model,role,control,method,target_scalar_density,metric,mean,std,min,max,count
wan2.1-1.3b,expand,matched_gaussian,identity_topk_oracle,0.015625,retained_energy,0.11957672336786543,0.004755486611590868,0.10749292469603741,0.13071727783973988,120
wan2.1-1.3b,expand,matched_gaussian,identity_topk_oracle,0.0625,retained_energy,0.3252429387489741,0.007214816123141754,0.3056788429152076,0.34290091720063554,120
wan2.1-1.3b,expand,matched_gaussian,identity_topk_oracle,0.125,retained_energy,0.5027581876033628,0.007255658310905224,0.4843428815886675,0.5183681274557769,120
wan2.1-1.3b,expand,matched_gaussian,identity_topk_oracle,0.25,retained_energy,0.7240120077160699,0.0057712208998172395,0.7076658220756767,0.7365469146184379,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_lowfreq_static,0.015625,retained_energy,0.01654793496550687,0.0029858950270825984,0.010177973101080512,0.025684891259761353,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_lowfreq_static,0.0625,retained_energy,0.06423932115095946,0.005952140116617558,0.050279888720045046,0.0787135713406095,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_lowfreq_static,0.125,retained_energy,0.126421528535766,0.008314025921420543,0.10821068985093137,0.14858084902423643,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_lowfreq_static,0.25,retained_energy,0.24952447963246782,0.010382677941028548,0.22620495740193025,0.2713022777115565,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_topk_oracle,0.015625,retained_energy,0.08239894458813898,0.0034128843512776677,0.07507014541453862,0.09231821608345123,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_topk_oracle,0.0625,retained_energy,0.2392640710231746,0.005806220804549864,0.22634640929277855,0.2545077507221676,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_topk_oracle,0.125,retained_energy,0.389235200392326,0.0066742402847664705,0.3752393722832357,0.4060146879731199,120
wan2.1-1.3b,expand,matched_gaussian,row_fft_topk_oracle,0.25,retained_energy,0.6007249884901984,0.006714707555170089,0.5868844624513007,0.6176119302724696,120
wan2.1-1.3b,expand,original,column_fft_lowfreq_static,0.015625,retained_energy,0.03739786369853325,0.009882822956957237,0.018949852534000566,0.0732223459851443,120
wan2.1-1.3b,expand,original,column_fft_lowfreq_static,0.0625,retained_energy,0.08350436233170537,0.010692645864612299,0.061066941479405716,0.12424418821644805,120
wan2.1-1.3b,expand,original,column_fft_lowfreq_static,0.125,retained_energy,0.14489629863358186,0.012042285184898001,0.12190485629130057,0.18173122531705868,120
wan2.1-1.3b,expand,original,column_fft_lowfreq_static,0.25,retained_energy,0.26668790255153374,0.013095476396968718,0.23720204171898987,0.30802611159737264,120
wan2.1-1.3b,expand,original,column_fft_topk_oracle,0.015625,retained_energy,0.10112861538307334,0.009103712462902014,0.08181336752949245,0.13289625393820967,120
wan2.1-1.3b,expand,original,column_fft_topk_oracle,0.0625,retained_energy,0.2652689075409373,0.01266378801174626,0.23804422763702462,0.3082569485027857,120
wan2.1-1.3b,expand,original,column_fft_topk_oracle,0.125,retained_energy,0.41508293590080697,0.012775581959658406,0.39039928402821816,0.45941633258938586,120
wan2.1-1.3b,expand,original,column_fft_topk_oracle,0.25,retained_energy,0.6215107448354772,0.010318746771202236,0.6014646801522698,0.655608922278876,120
wan2.1-1.3b,expand,original,fft2_lowfreq_static,0.015625,retained_energy,0.01997298977067519,0.004270076766104671,0.011822995522412814,0.03131192858762933,120
wan2.1-1.3b,expand,original,fft2_lowfreq_static,0.0625,retained_energy,0.06959032507882856,0.007615525133652016,0.0549250946513066,0.09715534819802162,120
wan2.1-1.3b,expand,original,fft2_lowfreq_static,0.125,retained_energy,0.13285073303594452,0.009218174666108313,0.11251837328545242,0.16107421857432158,120
wan2.1-1.3b,expand,original,fft2_lowfreq_static,0.25,retained_energy,0.2597054997913165,0.011686916202926303,0.2302191915585306,0.3149663898615759,120
wan2.1-1.3b,expand,original,fft2_topk_oracle,0.015625,retained_energy,0.08581581540906787,0.005759902569819969,0.07197570239932356,0.11033653452573942,120
wan2.1-1.3b,expand,original,fft2_topk_oracle,0.0625,retained_energy,0.24280971437837853,0.007877184063783321,0.22232028775757567,0.2733115726527952,120
wan2.1-1.3b,expand,original,fft2_topk_oracle,0.125,retained_energy,0.39173425486693436,0.008170925186129519,0.3709979318712843,0.42027780297580136,120
wan2.1-1.3b,expand,original,fft2_topk_oracle,0.25,retained_energy,0.6020352561805518,0.007110564525626462,0.5838300109373465,0.6229014594262279,120
wan2.1-1.3b,expand,original,identity_topk_oracle,0.015625,retained_energy,0.1570393680026082,0.027864267114590717,0.12556249912460885,0.28466543799342287,120
wan2.1-1.3b,expand,original,identity_topk_oracle,0.0625,retained_energy,0.3668307014641928,0.026298141966960068,0.322199279318183,0.49313513333948933,120
wan2.1-1.3b,expand,original,identity_topk_oracle,0.125,retained_energy,0.5371973019736471,0.02023750710180313,0.4887854710625805,0.6331776457896557,120
wan2.1-1.3b,expand,original,identity_topk_oracle,0.25,retained_energy,0.7438481957738722,0.012796636012268506,0.7075920957866734,0.7961879333763039,120
wan2.1-1.3b,expand,original,row_fft_lowfreq_static,0.015625,retained_energy,0.016936728638677616,0.0036049564815876286,0.008684416102078228,0.02620966671167838,120
wan2.1-1.3b,expand,original,row_fft_lowfreq_static,0.0625,retained_energy,0.0642495493090131,0.006607151377159277,0.05110086581711024,0.0835615564886378,120
wan2.1-1.3b,expand,original,row_fft_lowfreq_static,0.125,retained_energy,0.1267211756265856,0.008900822699907145,0.10849670814861308,0.15687798169907569,120
wan2.1-1.3b,expand,original,row_fft_lowfreq_static,0.25,retained_energy,0.2510947054716968,0.011772739847711497,0.22680576058159171,0.2825929101301479,120
wan2.1-1.3b,expand,original,row_fft_topk_oracle,0.015625,retained_energy,0.1004099377985984,0.02131353616758534,0.07580941273617285,0.18901223320321076,120
wan2.1-1.3b,expand,original,row_fft_topk_oracle,0.0625,retained_energy,0.2658173924033233,0.029444981514500923,0.23537639769325797,0.39338644025573555,120
wan2.1-1.3b,expand,original,row_fft_topk_oracle,0.125,retained_energy,0.41620051054794044,0.02755376916888504,0.3885730291162598,0.5291726291858119,120
wan2.1-1.3b,expand,original,row_fft_topk_oracle,0.25,retained_energy,0.6227185029859842,0.020176644628312874,0.5982688241986499,0.7022080932738747,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_lowfreq_static,0.015625,retained_energy,0.03739786369853325,0.009882822956957239,0.01894985253400057,0.07322234598514432,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_lowfreq_static,0.0625,retained_energy,0.08314705272691436,0.010521964664906649,0.05924234073076184,0.11267256524749945,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_lowfreq_static,0.125,retained_energy,0.14493940738518826,0.011405727111049707,0.11847644486346645,0.18256444310909178,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_lowfreq_static,0.25,retained_energy,0.26751574184880406,0.01302057388494767,0.23691882068924017,0.30855769400551186,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_topk_oracle,0.015625,retained_energy,0.10078833239612336,0.009662995092778062,0.07873509912539081,0.1344726599258185,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_topk_oracle,0.0625,retained_energy,0.26555876957533586,0.012918567551035763,0.23966795629093127,0.3096552523985121,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_topk_oracle,0.125,retained_energy,0.4162110373071726,0.01270553676307638,0.38918865460279684,0.4573068183480091,120
wan2.1-1.3b,expand,rowcol_shuffled,column_fft_topk_oracle,0.25,retained_energy,0.6229703551022613,0.01018760030150282,0.5998443624512108,0.6545622569391427,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_lowfreq_static,0.015625,retained_energy,0.01883216601353258,0.003353660240541201,0.010732242638345525,0.02706287205080037,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_lowfreq_static,0.0625,retained_energy,0.06876471588390654,0.007253567370507953,0.05362062794514118,0.09622438269122788,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_lowfreq_static,0.125,retained_energy,0.1323305280284204,0.009196010859891447,0.110100090816112,0.16077142306970763,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_lowfreq_static,0.25,retained_energy,0.2586463283790003,0.010431286365050514,0.2361060895484756,0.2894057244933086,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_topk_oracle,0.015625,retained_energy,0.08579389252799519,0.006015275235855106,0.07461361495191901,0.10744124792570811,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_topk_oracle,0.0625,retained_energy,0.24220189463698155,0.007614409081999391,0.22706184043538047,0.2674887282836285,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_topk_oracle,0.125,retained_energy,0.39129686526940993,0.007986738538402136,0.3722176204648989,0.414235607698791,120
wan2.1-1.3b,expand,rowcol_shuffled,fft2_topk_oracle,0.25,retained_energy,0.6016807063335874,0.007644611075280405,0.5819966764157676,0.6240918878112265,120
wan2.1-1.3b,expand,rowcol_shuffled,identity_topk_oracle,0.015625,retained_energy,0.1570393680026082,0.027864267114590717,0.12556249912460887,0.28466543799342287,120
wan2.1-1.3b,expand,rowcol_shuffled,identity_topk_oracle,0.0625,retained_energy,0.3668307014641928,0.026298141966960058,0.32219927931818293,0.49313513333948933,120
wan2.1-1.3b,expand,rowcol_shuffled,identity_topk_oracle,0.125,retained_energy,0.5371973019736471,0.020237507101803137,0.4887854710625805,0.6331776457896557,120
wan2.1-1.3b,expand,rowcol_shuffled,identity_topk_oracle,0.25,retained_energy,0.7438481957738722,0.012796636012268508,0.7075920957866734,0.7961879333763039,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.015625,retained_energy,0.016936728638677616,0.003604956481587629,0.008684416102078228,0.026209666711678386,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.0625,retained_energy,0.06472866592775235,0.006334149482524595,0.04945466156630937,0.08795923200117046,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.125,retained_energy,0.1266256097857169,0.008798742625223024,0.10283768204669272,0.14671391089058866,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_lowfreq_static,0.25,retained_energy,0.2518986980747667,0.012258145090262533,0.21367108981968577,0.2785839402207814,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_topk_oracle,0.015625,retained_energy,0.10055971396264807,0.020006937181574987,0.07679967842676108,0.1971017744283637,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_topk_oracle,0.0625,retained_energy,0.2663309865689735,0.028390534688050112,0.23191146863369658,0.4022489880077184,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_topk_oracle,0.125,retained_energy,0.41611421108754504,0.027130418012086845,0.38092419160671265,0.5420343847742478,120
wan2.1-1.3b,expand,rowcol_shuffled,row_fft_topk_oracle,0.25,retained_energy,0.6224103940770184,0.020578526869835186,0.5947583565099998,0.7109850535121433,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_lowfreq_static,0.015625,retained_energy,0.1937210203161492,0.18485869466904314,3.182002499265106e-06,0.7745215247250229,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_lowfreq_static,0.0625,retained_energy,0.6131411041158827,0.21783922106440057,0.07297162474336394,0.9761751344353493,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_lowfreq_static,0.125,retained_energy,1.0,1.7883608026270523e-15,0.9999999999999929,1.0000000000000067,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_lowfreq_static,0.25,retained_energy,1.0,1.7883608026270523e-15,0.9999999999999929,1.0000000000000067,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_topk_oracle,0.015625,retained_energy,0.48783436768522415,0.11790180877253363,0.24444892754137632,0.7964180946089524,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_topk_oracle,0.0625,retained_energy,0.9190433700427667,0.053502432311916,0.7560420749005328,0.9997834306668236,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_topk_oracle,0.125,retained_energy,1.0,2.754630531167005e-15,0.9999999999999938,1.000000000000011,120
wan2.1-1.3b,expand,smooth_positive_control,column_fft_topk_oracle,0.25,retained_energy,1.0,2.754630531167005e-15,0.9999999999999938,1.000000000000011,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_lowfreq_static,0.015625,retained_energy,1.0,1.883747468030648e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_lowfreq_static,0.0625,retained_energy,1.0,1.883747468030648e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_lowfreq_static,0.125,retained_energy,1.0,1.883747468030648e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_lowfreq_static,0.25,retained_energy,1.0,1.883747468030648e-16,0.9999999999999996,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_topk_oracle,0.015625,retained_energy,1.0,2.0981738405869883e-16,0.9999999999999994,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_topk_oracle,0.0625,retained_energy,1.0,2.0981738405869883e-16,0.9999999999999994,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_topk_oracle,0.125,retained_energy,1.0,2.0981738405869883e-16,0.9999999999999994,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,fft2_topk_oracle,0.25,retained_energy,1.0,2.0981738405869883e-16,0.9999999999999994,1.0000000000000004,120
wan2.1-1.3b,expand,smooth_positive_control,identity_topk_oracle,0.015625,retained_energy,0.09070630707054451,0.014751756453650537,0.06149601886975475,0.14575754367261054,120
wan2.1-1.3b,expand,smooth_positive_control,identity_topk_oracle,0.0625,retained_energy,0.27825058648199574,0.030826753293044497,0.21804996210764918,0.36909128407383557,120
wan2.1-1.3b,expand,smooth_positive_control,identity_topk_oracle,0.125,retained_energy,0.4530930928411565,0.03521841680207047,0.3779037890476969,0.5611267172962364,120
wan2.1-1.3b,expand,smooth_positive_control,identity_topk_oracle,0.25,retained_energy,0.6837614861945228,0.03064562187262507,0.6085835808904173,0.7610450832523938,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_lowfreq_static,0.015625,retained_energy,0.19935370689344564,0.18354476900713393,1.4998287471163188e-06,0.763823415016116,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_lowfreq_static,0.0625,retained_energy,0.615871077513379,0.22156392077727,0.10715103194678821,0.9894365261430972,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_lowfreq_static,0.125,retained_energy,0.9999999999999999,1.5275813087609997e-15,0.9999999999999929,1.0000000000000049,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_lowfreq_static,0.25,retained_energy,0.9999999999999999,1.5275813087609997e-15,0.9999999999999929,1.0000000000000049,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_topk_oracle,0.015625,retained_energy,0.48106367029321623,0.11598660892495871,0.2254395296259972,0.7805434944827383,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_topk_oracle,0.0625,retained_energy,0.9192353737520051,0.06317551236959039,0.6955257822510973,0.9995928513891192,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_topk_oracle,0.125,retained_energy,1.0,2.1321742539913515e-15,0.9999999999999929,1.0000000000000053,120
wan2.1-1.3b,expand,smooth_positive_control,row_fft_topk_oracle,0.25,retained_energy,1.0,2.1321742539913515e-15,0.9999999999999929,1.0000000000000053,120
