split,sampling_step,branch,layer,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
calibration,19,cond,0,diag_gaussian,oracle_mass,0.125,64,12,0.02790042271875822,0.08317619496423927,0.0890520135086863,0.6333135267098745,0.15431420431420428,6.480284847685613
calibration,19,cond,14,centroid,moment,0.0625,16,12,0.15146504129905503,0.26619077874652386,0.2711533782284135,0.7602273474136988,0.13675213675213674,7.312500000000001
calibration,19,cond,14,centroid,moment,0.0625,64,12,0.15959600924040507,0.27522803398404194,0.27644097952602675,0.7602273474136988,0.0927960927960928,10.776315789473683
calibration,19,cond,14,centroid,moment,0.125,16,12,0.11845404932043654,0.20680453589910883,0.2188332908111853,0.8391504188378652,0.19536019536019536,5.11875
calibration,19,cond,14,centroid,moment,0.125,64,12,0.12341840859377967,0.2118158154896317,0.22381002892149623,0.8391504188378652,0.1543345543345543,6.479430379746836
calibration,19,cond,14,centroid,oracle_mass,0.0625,16,12,0.13237979033389313,0.2167136115773811,0.21907205898793325,0.7782047837972641,0.13675213675213674,7.312500000000001
calibration,19,cond,14,centroid,oracle_mass,0.0625,64,12,0.14263599890048204,0.23376496692490772,0.23470165734351456,0.7782047837972641,0.0927960927960928,10.776315789473683
calibration,19,cond,14,centroid,oracle_mass,0.125,16,12,0.09677846538394108,0.16339964341344543,0.16693412474325073,0.8525247474511465,0.19536019536019536,5.11875
calibration,19,cond,14,centroid,oracle_mass,0.125,64,12,0.10341958729096808,0.1719777824198614,0.1722949987216661,0.8525247474511465,0.1543345543345543,6.479430379746836
calibration,19,cond,14,diag_gaussian,moment,0.0625,16,12,0.14362140033590484,0.25644935677082525,0.28541789972291537,0.7624850571155548,0.13675213675213674,7.312500000000001
calibration,19,cond,14,diag_gaussian,moment,0.0625,64,12,0.14876526382636945,0.26306278732398136,0.29105858335611084,0.7624850571155548,0.0927960927960928,10.776315789473683
calibration,19,cond,14,diag_gaussian,moment,0.125,16,12,0.10709478417453897,0.1818640084820347,0.20670510644169798,0.8428717652956644,0.19536019536019536,5.11875
calibration,19,cond,14,diag_gaussian,moment,0.125,64,12,0.11081168511774478,0.1863520496691647,0.21118068213629407,0.8428717652956644,0.1543345543345543,6.479430379746836
calibration,19,cond,14,diag_gaussian,oracle_mass,0.0625,16,12,0.12237154351181277,0.2146016396016019,0.21520438429084643,0.7782047837972641,0.13675213675213674,7.312500000000001
calibration,19,cond,14,diag_gaussian,oracle_mass,0.0625,64,12,0.12912497610959778,0.227943056703764,0.22920510095454175,0.7782047837972641,0.0927960927960928,10.776315789473683
calibration,19,cond,14,diag_gaussian,oracle_mass,0.125,16,12,0.08903231115009728,0.15434670886975482,0.15788018238681903,0.8525247474511465,0.19536019536019536,5.11875
